order_id,date,store_id,product_id,unit_price,quantity,customer_id,channel
O101987,2025-07-09,SP002,B100,73.68,1,C6690,MarketPlace
O103565,2025-08-07,SP001,A200,58.95,2,C1966,Online
O104633,2025-08-24,SP002,B100,80.77,1,C2738,MarketPlace
O100149,2025-06-03,SP002,C200,174.1,1,C7745,IN_STORE
O104378,2025-08-20,RJ001,C100,140.59,3,C4288,market_place
O102646,2025-07-21,SP001,C200,178.74,1,C7786,In-Store
O104340,2025-08-19,MG001,B200,123.89,1,C2322,market_place
O104055,2025-08-15,SP002,C200,202.35,1,C7503,online
O101505,30/06/2025,SP002,C200,206.21,3,C2928,MarketPlace
O103268,2025-08-02,SP001,C100,149.26,1,C1173,marketplace
O102080,2025-07-11,SP002,B200,119.51,2,C4212,store
O101756,2025-07-05,SP001,C100,160.18,1,C1305,market_place
O102750,2025-07-23,SP002,A200,53.47,2,C2770,In-Store
O103604,2025-08-07,RJ001,B200,120.61,2,C8311,on-line
O101578,2025-07-01,MG001,A200,59.33,1,C4122,IN_STORE
O101017,2025-06-20,SP001,B200,134.29,1,C7437,store
O101672,2025-07-03,RJ001,B200,115.33,3,C1504,market_place
O104496,2025-08-22,SP002,B200,111.88,1,C6848,market_place
O101069,2025-06-21,SP001,B100,82.39,2,C3826,In-Store
O101686,03/07/2025,MG001,C200,201.67,2,C1891,marketplace
O102915,2025-07-26,SP002,A100,42.8,6,C4847,in_store
O101300,2025-06-25,RJ001,A100,38.11,2,C8831,MarketPlace
O102707,2025-07-22,RJ001,A100,39.14,3,C1168,IN_STORE
O102700,2025-07-22,SP002,A200,58.26,1,C3133,on-line
O100809,2025-06-15,RJ001,B100,77.9,1,C5676,In-Store
O104318,2025-08-19,RJ001,B200,107.74,3,C3866,marketplace
O102864,2025-07-25,RJ001,A100,42.81,2,C5186,in_store
O104934,2025-08-29,RJ001,C200,189.81,6,C2661,market_place
O104421,2025-08-21,SP001,A100,36.04,1,C2740,MarketPlace
O104069,2025-08-15,RJ001,A100,42.56,4,C2134,ONLINE
O100201,2025-06-04,SP002,B200,109.06,3,C8305,market_place
O101470,2025-06-29,SP002,B200,129.14,1,C3120,online
O102040,2025-07-10,SP002,B100,78.89,1,C8054,store
O100701,2025-06-13,MG001,B100,77.01,2,C3981,online
O104099,2025-08-16,SP001,C100,145.72,2,C9571,in_store
O100455,2025-06-08,MG001,B100,76.92,1,C3129,on-line
O104100,2025-08-16,SP001,B100,75.81,1,C3880,on-line
O102464,2025-07-18,SP002,C100,161.18,2,C6041,marketplace
O101432,2025-06-28,RJ001,C100,148.05,1,C5631,market_place
O105010,2025-08-30,MG001,B200,116.91,2,,on-line
O102204,2025-07-13,SP001,A100,39.07,3,C3429,Online
O100505,2025-06-09,MG001,A100,40.04,1,C1502,Online
O100912,2025-06-17,RJ001,B200,113.89,3,C6455,online
O103679,2025-08-09,SP001,C100,155.17,2,C7290,online
O102672,2025-07-21,RJ001,A200,62.17,2,C8553,In-Store
O103608,07/08/2025,RJ001,A100,40.68,4,C1478,store
O102900,2025-07-26,SP001,A100,38.95,3,C4328,Online
O103222,2025-08-01,SP002,A200,60.83,1,C1324,MarketPlace
O104671,2025-08-24,MG001,C200,180.02,1,C9031,In-Store
O103047,2025-07-28,MG001,B100,75.08,1,C3598,market_place
O103979,2025-08-13,MG001,B200,122.54,2,C1216,marketplace
O102725,2025-07-22,MG001,B100,82.43,3,C8633,on-line
O101217,2025-06-23,MG001,B100,69.55,3,C8483,online
O102774,2025-07-23,MG001,A100,39.6,2,C5315,store
O102428,2025-07-17,SP002,B100,76.53,2,C7271,on-line
O101764,2025-07-05,SP002,B200,115.09,3,C2127,marketplace
O101212,2025-06-23,MG001,B100,79.29,3,C7108,online
O101359,2025-06-26,MG001,B200,128.48,1,C5315,in_store
O103125,2025-07-30,RJ001,A200,61.03,1,C8499,in_store
O100607,2025-06-12,SP001,A200,62.11,3,C2502,IN_STORE
O104210,2025-08-17,RJ001,B200,109.9,5,C3147,In-Store
O104711,2025-08-25,RJ001,A100,42.85,1,C3025,store
O102387,2025-07-16,RJ001,B200,117.89,3,C9640,Online
O100190,2025-06-04,SP001,B200,112.41,3,C4185,In-Store
O100917,2025-06-17,MG001,B200,123.24,3,C6269,online
O100980,2025-06-19,SP002,B100,77.05,2,C7150,market_place
O100604,2025-06-11,MG001,C200,200.18,1,C3042,market_place
O101825,2025-07-06,SP001,C100,149.85,2,C2185,online
O101862,2025-07-06,RJ001,B200,117.64,2,C1137,store
O104529,2025-08-22,MG001,A200,60.65,3,C5598,Online
O103580,2025-08-07,SP002,B100,80.79,1,C6620,In-Store
O105011,2025-08-30,MG001,C100,140.07,1,C9040,marketplace
O104878,2025-08-28,RJ001,B100,72.23,3,C2713,market_place
O103308,2025-08-02,RJ001,A200,62.22,1,C6896,marketplace
O101883,2025-07-06,MG001,B200,124.93,1,C3676,online
O104214,2025-08-17,RJ001,B200,116.4,6,C7800,online
O100364,2025-06-07,RJ001,A200,64.09,2,C9824,In-Store
O101346,26/06/2025,RJ001,A100,38.33,1,C9043,In-Store
O102008,2025-07-09,RJ001,C100,155.69,1,C6285,IN_STORE
O102760,2025-07-23,RJ001,B200,121.23,1,C5287,MarketPlace
O102070,2025-07-10,MG001,A200,56.69,1,C7436,online
O100325,2025-06-07,SP001,C100,143.25,2,C8078,online
O101275,2025-06-25,SP001,A100,39.48,2,C5583,Online
O104694,2025-08-25,SP001,C100,0.0,1,C6401,market_place
O100356,2025-06-07,RJ001,B200,125.57,1,C8736,in_store
O100873,2025-06-16,MG001,C200,203.01,2,C1056,on-line
O101374,2025-06-27,SP001,A100,41.49,5,C8133,MarketPlace
O103367,2025-08-03,SP002,B200,121.46,3,C1194,MarketPlace
O102903,2025-07-26,SP001,A200,59.1,1,C4385,IN_STORE
O102318,2025-07-15,RJ001,A200,54.34,1,C2276,marketplace
O102529,2025-07-19,SP002,A200,55.37,2,C4181,in_store
O102176,12/07/2025,MG001,A100,40.52,3,C9952,on-line
O100225,2025-06-05,SP001,A200,61.41,1,C9751,MarketPlace
O102286,14/07/2025,MG001,C100,167.02,1,C1831,IN_STORE
O101451,29/06/2025,SP001,C200,206.27,4,C2463,IN_STORE
O102554,2025-07-19,RJ001,B100,80.11,2,C2486,on-line
O100713,2025-06-14,SP001,A200,56.96,2,C6531,market_place
O100462,2025-06-09,SP001,C100,142.96,2,C2041,ONLINE
O101015,2025-06-20,SP001,C200,193.21,3,C9044,market_place
O101052,2025-06-21,SP001,C200,192.88,4,C4996,online
O103220,2025-08-01,SP002,A100,39.39,1,C7069,In-Store
O101121,2025-06-22,SP001,B200,117.57,3,C1040,IN_STORE
O104140,2025-08-16,MG001,A100,36.09,1,C3138,market_place
O101628,2025-07-02,MG001,C200,198.03,1,C1654,online
O103942,2025-08-13,SP001,B100,70.17,3,C7399,ONLINE
O103410,2025-08-04,SP001,A200,55.12,2,C2048,In-Store
O100080,2025-06-02,SP001,A200,55.16,3,C3167,market_place
O102329,2025-07-15,RJ001,B200,122.93,1,C5775,MarketPlace
O101829,2025-07-06,SP001,C200,195.55,1,C7178,in_store
O102748,2025-07-23,SP002,B200,125.28,2,C7626,market_place
O103668,2025-08-08,MG001,A200,55.75,1,C9005,in_store
O101490,2025-06-29,MG001,A200,53.82,2,C7006,Online
O103571,2025-08-07,SP001,A100,40.52,1,C2052,In-Store
O103032,2025-07-28,RJ001,A100,40.47,3,C5718,online
O102563,2025-07-19,MG001,C200,197.02,2,C9698,In-Store
O100624,2025-06-12,SP002,A100,44.07,2,C9189,on-line
O101944,2025-07-08,SP001,B100,79.71,3,C4080,store
O100177,2025-06-03,MG001,C100,163.02,4,C5930,marketplace
O104157,2025-08-17,SP001,A200,65.03,1,C5894,online
O103937,2025-08-13,SP001,C100,143.64,5,C6707,in_store
O103790,2025-08-10,RJ001,B100,83.75,3,C8185,online
O100970,2025-06-19,SP001,B100,76.86,1,C4939,Online
O104384,2025-08-20,RJ001,B200,111.63,4,C2995,ONLINE
O100059,2025-06-01,MG001,C100,150.29,1,C9005,store
O102207,2025-07-13,SP002,C200,209.98,4,C5889,market_place
O100279,2025-06-06,SP001,B100,78.32,2,C5118,IN_STORE
O100354,2025-06-07,RJ001,B200,134.35,2,C5781,market_place
O100072,2025-06-01,MG001,A100,39.67,4,C4681,on-line
O101298,2025-06-25,RJ001,B200,117.35,2,C2478,on-line
O100458,2025-06-09,SP001,A200,59.26,1,C6869,online
O101279,2025-06-25,SP001,A100,40.09,2,C6883,IN_STORE
O100528,2025-06-10,SP002,C100,147.75,1,C6802,market_place
O104135,2025-08-16,MG001,B100,76.99,2,C2527,Online
O100636,2025-06-12,RJ001,B100,85.17,1,C1266,market_place
O103016,2025-07-28,SP002,A200,55.27,1,C8295,online
O100746,14/06/2025,RJ001,B200,124.6,1,C1741,IN_STORE
O104992,2025-08-30,RJ001,A100,41.4,2,C6318,market_place
O100558,2025-06-10,MG001,C100,148.21,5,C9307,market_place
O100103,2025-06-02,RJ001,A100,38.54,1,C6138,marketplace
O102747,2025-07-23,SP002,C200,208.94,3,C6834,in_store
O102786,2025-07-24,SP001,C100,153.85,1,C2073,online
O101019,2025-06-20,SP001,C100,157.97,2,C3947,MarketPlace
O100040,2025-06-01,RJ001,A200,61.72,1,C9830,MarketPlace
O103104,2025-07-30,SP001,B100,76.64,1,C1782,ONLINE
O100345,2025-06-07,SP002,C200,201.23,1,C1845,store
O102732,2025-07-23,SP001,C200,190.95,4,C4700,IN_STORE
O100128,2025-06-02,MG001,C200,198.45,2,C3546,market_place
O103741,2025-08-09,MG001,A200,53.54,1,C5380,In-Store
O103646,2025-08-08,RJ001,A100,41.78,3,C7427,marketplace
O104551,2025-08-23,SP001,A100,40.36,2,C4734,MarketPlace
O100757,2025-06-14,MG001,C200,217.0,1,C8761,IN_STORE
O104413,2025-08-21,SP001,B200,123.13,1,C3955,IN_STORE
O100741,2025-06-14,RJ001,A100,40.46,4,C9108,In-Store
O100317,2025-06-06,MG001,A200,61.16,2,C3441,MarketPlace
O100297,2025-06-06,SP002,A100,39.39,4,C1878,marketplace
O103467,2025-08-05,SP001,A100,39.6,1,C6181,IN_STORE
O102703,2025-07-22,RJ001,B200,112.67,4,C4217,online
O103434,2025-08-04,RJ001,A200,65.6,3,C1618,IN_STORE
O102772,2025-07-23,MG001,C100,137.65,3,C8797,IN_STORE
O103526,2025-08-06,SP001,A100,404.5,3,C7131,MarketPlace
O101105,2025-06-21,MG001,A200,59.82,1,C1972,ONLINE
O102157,2025-07-12,RJ001,B200,116.99,4,C9027,marketplace
O104985,2025-08-30,SP002,C100,164.14,2,C3969,in_store
O102914,2025-07-26,SP002,A100,39.86,2,C1962,ONLINE
O103054,2025-07-29,SP001,A200,61.3,1,C9444,market_place
O100601,2025-06-11,MG001,A200,56.41,1,C3267,ONLINE
O103473,2025-08-05,SP002,A100,38.81,3,C9784,MarketPlace
O100959,2025-06-19,SP001,C200,204.96,3,C2354,ONLINE
O100858,2025-06-16,SP002,C100,143.94,2,C8575,Online
O102377,2025-07-16,SP002,C100,145.14,1,C1845,Online
O100557,10/06/2025,MG001,B100,77.16,2,C2479,online
O100750,2025-06-14,RJ001,B200,117.9,2,C5582,market_place
O100245,2025-06-05,SP002,C100,166.56,1,C7149,MarketPlace
O100417,2025-06-08,SP002,C200,188.6,3,C3877,store
O104492,2025-08-22,SP002,B100,87.29,2,C7517,Online
O101126,2025-06-22,SP001,B200,123.23,2,C6289,store
O103056,2025-07-29,SP001,C200,193.97,1,C8173,online
O100860,2025-06-16,SP002,B200,111.61,3,C1049,In-Store
O102316,2025-07-15,RJ001,B200,113.31,3,C6606,marketplace
O101545,2025-07-01,SP001,C100,157.47,6,,MarketPlace
O104179,2025-08-17,SP002,C100,147.42,5,C5451,marketplace
O101548,01/07/2025,SP001,A200,58.19,1,C1894,market_place
O103284,2025-08-02,SP002,A200,64.86,3,C8692,Online
O103400,2025-08-04,SP001,B100,78.07,3,C7407,IN_STORE
O101918,2025-07-07,RJ001,A200,59.55,5,C3795,MarketPlace
O100112,2025-06-02,RJ001,C200,0.0,2,C9565,marketplace
O104579,2025-08-23,RJ001,C200,2056.6,1,C9525,MarketPlace
O100743,2025-06-14,RJ001,B100,75.84,3,C1133,MarketPlace
O100928,2025-06-18,SP001,B100,77.73,3,C7223,ONLINE
O104326,2025-08-19,RJ001,B200,110.69,3,C3410,MarketPlace
O103381,2025-08-03,RJ001,B100,77.88,6,C7867,online
O104479,2025-08-22,SP001,B200,128.62,3,C7993,MarketPlace
O100399,2025-06-08,SP001,B200,125.95,2,C9955,store
O101632,2025-07-02,MG001,A100,38.78,3,C6207,market_place
O104088,2025-08-16,SP001,C200,200.38,4,C2596,marketplace
O100666,2025-06-13,SP002,B100,82.93,2,C1939,marketplace
O101679,2025-07-03,MG001,C100,145.94,3,C7456,market_place
O102478,2025-07-18,RJ001,C100,154.16,1,C2047,Online
O104800,2025-08-27,SP002,B100,79.46,2,C9552,In-Store
O102045,2025-07-10,SP002,B200,113.44,3,C1567,on-line
O103594,2025-08-07,SP002,C200,201.93,1,C4826,store
O102240,2025-07-13,MG001,A200,66.69,3,C6415,ONLINE
O104843,2025-08-27,MG001,B100,76.65,7,,IN_STORE
O100753,2025-06-14,MG001,B100,81.78,2,C6990,In-Store
O102156,2025-07-12,RJ001,A200,52.62,5,C3901,on-line
O102099,2025-07-11,RJ001,B100,86.77,3,C9814,online
O104737,26/08/2025,SP001,A200,58.9,2,C5095,IN_STORE
O103613,2025-08-07,MG001,C200,188.45,2,C9060,MarketPlace
O100697,2025-06-13,MG001,C100,148.82,1,C7708,in_store
O104136,2025-08-16,MG001,A100,37.22,1,C8166,on-line
O103791,2025-08-10,RJ001,C200,215.99,1,C3651,store
O101127,22/06/2025,SP001,B100,76.07,1,C9967,In-Store
O103330,2025-08-02,MG001,C100,138.48,2,C9011,market_place
O102031,2025-07-10,SP001,C100,161.08,1,C3931,MarketPlace
O103458,2025-08-05,SP001,B100,75.89,2,C2035,online
O103141,2025-07-30,MG001,B100,73.82,1,C1732,online
O103845,2025-08-11,SP002,C200,200.48,3,C4441,In-Store
O103440,2025-08-04,RJ001,C200,189.58,2,C3297,In-Store
O102558,2025-07-19,MG001,B200,114.53,1,C3271,IN_STORE
O103508,2025-08-05,MG001,A200,62.47,2,C3890,IN_STORE
O103012,2025-07-28,SP001,B200,117.82,1,C9824,marketplace
O102064,2025-07-10,MG001,A100,39.91,4,C1187,online
O100044,2025-06-01,RJ001,B200,117.08,2,C1771,Online
O100067,2025-06-01,MG001,C100,142.35,2,C7932,market_place
O102974,2025-07-27,SP002,C100,145.93,2,C8112,on-line
O101556,2025-07-01,SP002,B200,119.14,1,C8341,in_store
O101969,2025-07-08,MG001,B100,77.89,1,C1691,on-line
O104414,2025-08-21,SP001,C100,138.36,2,C9306,market_place
O103042,2025-07-28,MG001,A200,64.29,1,C3561,Online
O103758,2025-08-10,SP001,C200,182.01,2,C7643,Online
O103119,2025-07-30,RJ001,A100,39.83,1,C9622,store
O104972,2025-08-30,SP002,B200,120.12,3,C2290,marketplace
O101295,2025-06-25,RJ001,C100,154.14,2,C3328,MarketPlace
O100647,2025-06-12,MG001,B100,82.08,4,C9444,in_store
O101893,2025-07-07,SP001,B100,77.54,3,C9363,marketplace
O104647,2025-08-24,SP002,B100,77.63,5,C4644,Online
O100775,2025-06-15,SP001,A200,55.46,1,C8225,Online
O101685,2025-07-03,MG001,A200,59.1,2,C3971,on-line
O100619,2025-06-12,SP002,A200,62.78,1,C9647,MarketPlace
O103721,2025-08-09,RJ001,B200,122.04,4,C5055,online
O102006,2025-07-09,RJ001,B200,117.11,3,C9586,online
O103390,2025-08-03,MG001,B100,79.79,3,C8397,market_place
O100744,2025-06-14,RJ001,A100,39.77,1,C3194,In-Store
O104899,2025-08-28,MG001,A200,54.45,2,C8515,store
O104133,2025-08-16,RJ001,A100,42.26,6,C7422,MarketPlace
O104091,2025-08-16,SP001,A200,56.48,1,C7185,marketplace
O104489,2025-08-22,SP002,B200,115.88,1,C5630,ONLINE
O103425,2025-08-04,SP002,C200,212.78,1,C4559,Online
O104540,2025-08-23,SP001,B100,76.49,1,C4569,In-Store
O102191,2025-07-13,SP001,C200,213.4,1,C7874,Online
O101244,2025-06-24,SP002,B200,123.52,4,C6145,IN_STORE
O101259,2025-06-24,MG001,A200,57.21,1,C7098,IN_STORE
O101763,2025-07-05,SP002,B100,73.88,1,C6614,online
O100047,2025-06-01,RJ001,B200,120.74,1,C8668,in_store
O103217,2025-08-01,SP002,C200,198.35,5,C6783,ONLINE
O104387,2025-08-20,RJ001,B100,77.76,2,C8194,market_place
O100158,2025-06-03,RJ001,C200,206.56,4,C7548,MarketPlace
O104696,2025-08-25,SP002,A100,38.64,2,C1345,MarketPlace
O105005,2025/08/30,MG001,A100,42.7,4,C9676,online
O104380,2025-08-20,RJ001,A200,61.3,1,C2983,marketplace
O103435,2025-08-04,RJ001,A100,40.05,1,C2878,in_store
O100548,2025-06-10,MG001,B200,116.85,2,C8354,MarketPlace
O101003,2025-06-19,MG001,B100,75.01,1,C5911,store
O101192,2025/06/23,SP002,C200,203.81,3,C3684,Online
O101370,2025-06-27,SP001,C100,158.54,3,C3415,marketplace
O101810,2025-07-05,MG001,C200,211.78,1,C5685,market_place
O101680,2025-07-03,MG001,C100,162.55,2,C2394,market_place
O104597,2025-08-23,MG001,C200,212.36,2,C3947,ONLINE
O101468,2025-06-29,SP002,B200,132.83,4,C4430,in_store
O102604,2025-07-20,RJ001,B100,77.64,1,C5259,online
O100767,2025-06-14,MG001,B200,113.35,1,C6040,MarketPlace
O102521,2025-07-19,SP002,A200,57.93,3,C6343,online
O103145,2025-07-31,SP001,A200,62.28,2,,marketplace
O104532,2025-08-22,MG001,B100,77.8,1,C7465,market_place
O102862,2025-07-25,RJ001,C200,200.1,3,C9763,online
O103747,2025-08-09,MG001,B200,125.27,3,C4748,market_place
O104349,2025-08-20,SP001,A200,62.98,2,C4268,IN_STORE
O104353,2025-08-20,SP001,B200,105.32,2,C3270,on-line
O102043,2025-07-10,SP002,B200,124.21,3,C5162,market_place
O101879,2025-07-06,MG001,B200,123.12,1,C9470,on-line
O102493,2025-07-18,MG001,A100,43.96,4,C1118,Online
O103124,2025-07-30,RJ001,A200,58.38,1,C9286,online
O102994,2025-07-27,MG001,C200,196.44,3,C6143,store
O103358,2025-08-03,SP002,B100,80.82,2,C2612,Online
O100875,2025-06-16,MG001,C200,188.36,2,C9920,marketplace
O104726,2025-08-25,MG001,C100,148.04,1,C8919,IN_STORE
O100803,2025-06-15,RJ001,A100,36.07,2,C7771,on-line
O102368,2025-07-16,SP002,C100,145.43,1,C1864,In-Store
O102167,2025-07-12,RJ001,C200,205.08,1,C7347,Online
O104734,2025-08-25,MG001,C200,201.06,1,C6446,IN_STORE
O104994,2025-08-30,RJ001,C200,200.39,2,C8547,marketplace
O100454,2025-06-08,MG001,B100,75.47,2,C1046,on-line
O101494,2025-06-29,MG001,C100,140.6,1,C2771,online
O103728,2025-08-09,RJ001,A100,37.74,4,C4640,In-Store
O102276,2025-07-14,SP002,B100,74.56,2,C6228,market_place
O102889,2025/07/26,SP001,B200,122.35,3,C3980,In-Store
O101684,2025-07-03,MG001,A200,56.58,1,C5140,market_place
O101390,2025-06-27,RJ001,A100,39.5,3,C6431,In-Store
O103700,2025-08-09,SP002,C100,142.91,3,C9750,store
O102319,2025-07-15,RJ001,C200,205.1,1,C8972,market_place
O103851,2025-08-11,SP002,C100,151.04,1,C5939,IN_STORE
O100855,2025-06-16,SP002,A100,40.83,1,C8298,market_place
O102230,2025-07-13,RJ001,B200,119.07,5,C2932,MarketPlace
O103824,2025-08-11,SP001,A100,41.11,1,C7231,on-line
O103825,2025-08-11,SP001,B200,112.74,2,C6020,marketplace
O103906,2025-08-12,SP002,C200,207.95,2,C3249,marketplace
O102918,26/07/2025,SP002,C100,143.87,3,C5956,in_store
O102328,2025-07-15,RJ001,A200,61.29,2,C3444,MarketPlace
O103828,2025-08-11,SP001,B200,113.0,6,C9353,ONLINE
O100137,2025-06-03,SP001,C100,166.69,2,C8007,marketplace
O100833,2025-06-15,MG001,B200,109.76,1,C6400,IN_STORE
O104159,2025-08-17,SP001,A100,42.34,1,C6681,store
O101649,2025-07-03,SP001,B200,106.98,4,C5856,online
O104453,21/08/2025,MG001,C200,174.82,3,C2113,IN_STORE
O103336,2025-08-03,SP001,A200,58.81,1,C7125,in_store
O100826,2025-06-15,MG001,C100,147.6,2,C4164,MarketPlace
O103463,2025-08-05,SP001,C100,146.33,1,C9875,Online
O104101,2025-08-16,SP001,B200,119.46,3,C7113,store
O104152,2025-08-16,MG001,A200,63.36,1,C2649,store
O100665,2025-06-13,SP002,C200,209.77,5,C8126,In-Store
O102586,2025-07-20,SP002,C200,197.89,4,C2075,marketplace
O105038,2025-08-31,SP002,A200,56.65,3,C7046,in_store
O102091,2025-07-11,SP002,B200,123.28,3,C4825,ONLINE
O100973,2025-06-19,SP001,C200,200.84,1,C2284,MarketPlace
O101500,2025-06-30,SP001,C200,216.23,2,C1152,market_place
O104584,2025-08-23,RJ001,B100,85.6,2,C2890,market_place
O102439,17/07/2025,RJ001,B200,122.19,2,C9154,ONLINE
O101513,2025-06-30,SP002,A200,63.67,3,C1208,Online
O103190,2025-07-31,MG001,A200,57.79,1,C7116,ONLINE
O102891,2025-07-26,SP001,A100,39.34,3,C4747,online
O101795,2025-07-05,RJ001,C200,209.78,2,C3262,store
O101912,2025-07-07,RJ001,A100,34.21,1,C9584,store
O100327,2025-06-07,SP001,A100,0.0,3,C4750,ONLINE
O105004,2025-08-30,MG001,C200,202.98,1,C6657,IN_STORE
O102340,2025-07-15,MG001,A200,55.52,3,C7459,in_store
O102392,2025-07-16,RJ001,C200,190.48,4,C3740,market_place
O102042,2025-07-10,SP002,C100,142.0,2,C4504,MarketPlace
O104874,2025-08-28,RJ001,C100,151.8,1,C4054,market_place
O103952,2025-08-13,SP002,B200,130.74,2,C9144,store
O104686,2025-08-25,SP001,C200,208.26,2,C7737,In-Store
O104520,2025-08-22,MG001,B100,75.04,1,C4547,MarketPlace
O100977,2025-06-19,SP002,C100,165.92,4,C7499,MarketPlace
O103323,2025-08-02,MG001,A200,60.96,3,C7196,marketplace
O101581,2025-07-01,MG001,B200,121.32,1,C9260,IN_STORE
O101277,2025-06-25,SP001,A200,57.55,1,C9614,MarketPlace
O104010,2025-08-14,SP002,A200,59.68,1,C7400,In-Store
O104672,2025-08-24,MG001,C200,196.99,1,C6851,In-Store
O104165,2025-08-17,SP001,C100,141.72,5,C4543,ONLINE
O103606,2025-08-07,RJ001,A200,56.65,4,C4467,ONLINE
O101742,2025-07-04,MG001,C100,137.19,2,C5600,MarketPlace
O104321,2025-08-19,RJ001,B100,74.4,2,C4122,in_store
O102710,2025-07-22,RJ001,C200,206.39,3,C1479,IN_STORE
O104115,2025-08-16,SP002,B100,82.28,1,C7765,In-Store
O104915,2025-08-29,SP001,B100,78.85,3,C7956,MarketPlace
O100092,2025-06-02,SP002,A100,39.28,1,C2604,store
O101783,2025-07-05,RJ001,A100,42.47,1,C1116,market_place
O102945,2025-07-26,MG001,C100,151.57,4,C4479,MarketPlace
O103767,2025-08-10,SP002,A200,59.49,1,C6788,marketplace
O104123,2025-08-16,RJ001,B100,75.88,1,C6201,MarketPlace
O105058,2025-08-31,RJ001,B100,79.13,1,C9381,in_store
O103903,2025-08-12,SP002,A100,37.55,1,C2180,online
O104356,2025-08-20,SP001,B200,123.73,2,C8006,in_store
O100310,2025-06-06,RJ001,C200,203.75,1,C8699,market_place
O103725,2025-08-09,RJ001,C200,214.66,4,C6944,Online
O100089,2025-06-02,SP001,A200,60.63,3,C8350,MarketPlace
O104562,2025-08-23,SP002,A200,61.93,3,C6350,Online
O104425,2025-08-21,SP002,B200,109.15,1,C2014,online
O101898,2025-07-07,SP002,B200,123.88,1,C7631,market_place
O103816,2025-08-10,MG001,B200,105.6,2,C2688,market_place
O104797,2025-08-27,SP002,B100,85.85,1,C9198,IN_STORE
O102536,2025-07-19,RJ001,B100,86.32,3,C3568,MarketPlace
O102298,2025-07-15,SP001,B200,130.24,1,C4666,Online
O102211,2025-07-13,SP002,C100,148.97,2,C3906,MarketPlace
O103363,2025-08-03,SP002,A200,60.95,3,C3258,MarketPlace
O104316,2025-08-19,RJ001,A200,65.17,1,C2768,store
O104673,2025-08-24,MG001,C100,149.26,3,C5840,in_store
O101661,2025-07-03,RJ001,C100,149.15,3,C4729,ONLINE
O101787,2025-07-05,RJ001,B200,118.06,1,C2746,in_store
O103685,2025-08-09,SP001,B200,122.83,1,C9788,MarketPlace
O100338,2025-06-07,SP001,C200,0.0,2,C1601,in_store
O102306,2025-07-15,SP002,B100,81.64,2,C3087,market_place
O104288,2025-08-19,SP001,C200,178.6,1,C4909,In-Store
O103216,2025-08-01,SP001,C100,1499.6000000000001,1,C8293,Online
O100769,2025-06-14,MG001,C100,146.52,1,C5350,In-Store
O103540,2025-08-06,RJ001,C200,206.75,1,C3422,market_place
O100911,2025-06-17,RJ001,A100,43.03,1,C4555,Online
O102445,2025-07-17,MG001,B200,113.48,3,C7617,in_store
O100967,2025-06-19,SP001,A200,64.88,1,C1256,store
O103461,2025-08-05,SP001,B200,117.65,1,C2764,MarketPlace
O105063,2025-08-31,RJ001,B200,115.5,1,C6567,MarketPlace
O100965,2025-06-19,SP001,C200,178.45,1,C9897,IN_STORE
O100037,2025-06-01,SP002,A200,62.37,2,C9179,market_place
O100154,2025-06-03,RJ001,B100,77.79,1,C4728,In-Store
O100526,2025-06-10,SP002,A200,57.55,1,C7229,on-line
O102196,2025-07-13,SP001,A100,39.8,1,C9153,store
O100333,2025-06-07,SP001,C200,215.34,2,,IN_STORE
O104138,2025-08-16,MG001,A100,36.68,3,C9907,MarketPlace
O100658,2025-06-13,SP002,A100,37.61,3,C3956,store
O105062,2025-08-31,RJ001,C200,191.32,5,C7004,Online
O100576,2025-06-11,SP002,B100,76.2,3,C7421,In-Store
O103313,2025-08-02,RJ001,A200,57.41,3,C1352,on-line
O100580,2025-06-11,SP002,C200,200.83,2,C9624,market_place
O102846,2025-07-25,SP002,C200,201.26,1,C4865,MarketPlace
O103661,2025-08-08,RJ001,B200,106.7,2,C3756,market_place
O100402,2025-06-08,SP001,C200,217.17,5,C5097,store
O101384,2025-06-27,SP002,A100,41.2,2,C2654,market_place
O103471,2025-08-05,SP001,A100,39.24,1,C4580,ONLINE
O102398,2025-07-16,MG001,A200,60.36,1,C7390,in_store
O101066,2025-06-21,SP001,C100,156.81,2,C6134,MarketPlace
O103203,2025-08-01,SP001,C200,203.81,2,C5578,MarketPlace
O101637,2025-07-03,SP001,B100,84.47,3,,Online
O102514,2025-07-19,SP001,B100,80.16,2,C8424,market_place
O101972,2025-07-08,MG001,C200,194.18,1,C4255,In-Store
O104910,2025-08-29,SP001,C200,201.42,1,C8738,online
O100854,16/06/2025,SP002,C200,200.99,1,C9008,marketplace
O100160,2025-06-03,RJ001,A100,40.08,3,C5279,on-line
O104142,2025-08-16,MG001,A200,59.54,3,C4633,on-line
O104523,2025-08-22,MG001,A100,39.65,2,C7358,MarketPlace
O101888,2025-07-07,SP001,C100,150.55,1,C5222,marketplace
O100894,2025-06-17,SP001,A100,40.4,1,C3869,MarketPlace
O100817,2025-06-15,RJ001,C100,140.77,2,C2758,market_place
O105027,2025-08-31,SP001,C200,209.35,2,C2610,Online
O101326,2025-06-26,SP001,C200,203.87,1,C1788,online
O102632,2025-07-20,MG001,C100,0.0,2,C4639,market_place
O104600,2025-08-23,MG001,C100,157.59,3,C8698,MarketPlace
O100133,2025-06-03,SP001,A100,40.01,1,C7939,Online
